transicao,CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,taxa_real,taxa_prev,mat_t1,alunos_real,alunos_prev,residuo_alunos
2022-2023,26113449,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DOM PEDRO BANDEIRA DE MELO,Olinda,0.0,2.311603546142578,14.0,0.0,0.32362449645996094,-0.32362449645996094
2022-2023,26113538,ESCOLA DE REFERENCIA EM ENSINO MEDIO GUEDES ALCOFORADO,Olinda,0.0,0.27456629276275635,397.0,0.0,1.0900281822681428,-1.0900281822681428
2022-2023,26113562,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JERONIMO DE ALBUQUERQUE,Olinda,0.9,0.9293270707130432,125.0,1.1250000000000002,1.161658838391304,-0.036658838391303794
2022-2023,26113635,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MARIA EMILIA ROMEIRO ESTELITA,Olinda,0.0,0.11373215168714523,167.0,0.0,0.18993269331753254,-0.18993269331753254
2022-2023,26113660,ESCOLA MARECHAL MASCARENHAS DE MORAES,Olinda,0.7,0.5394551157951355,161.0,1.1269999999999998,0.8685227364301682,0.2584772635698316
2022-2023,26113724,ESCOLA MONSENHOR ARRUDA CAMARA,Olinda,0.0,0.18783634901046753,102.0,0.0,0.19159307599067688,-0.19159307599067688
2022-2023,26113783,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE FRANCISCO CARNEIRO,Olinda,0.0,0.1814405918121338,755.0,0.0,1.36987646818161,-1.36987646818161
2022-2023,26113805,ESCOLA DE REFERENCIA EM ENSINO MEDIO PINTOR MANOEL BANDEIRA,Olinda,0.0,0.1814405918121338,299.0,0.0,0.54250736951828,-0.54250736951828
2022-2023,26113813,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO COMPOSITOR ANTONIO MARIA,Olinda,0.0,0.440990149974823,188.0,0.0,0.8290614819526672,-0.8290614819526672
2022-2023,26113830,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR CANDIDO PESSOA,Olinda,0.0,0.4329673647880554,222.0,0.0,0.961187549829483,-0.961187549829483
2022-2023,26113856,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ESTEVAO PINTO,Olinda,0.0,0.23346081376075745,342.0,0.0,0.7984359830617904,-0.7984359830617904
2022-2023,26113872,ESCOLA PROFESSORA DEANA CLARK XAVIER,Olinda,0.0,0.20432373881340027,206.0,0.0,0.42090690195560454,-0.42090690195560454
2022-2023,26113880,ESCOLA PROFESSORA INES BORBA,Olinda,1.0,6.099423885345459,194.0,1.94,11.83288233757019,-9.89288233757019
2022-2023,26113929,ESCOLA RAIMUNDO DINIZ,Olinda,0.0,0.5389601588249207,572.0,0.0,3.082852108478546,-3.082852108478546
2022-2023,26113953,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO COSTA AZEVEDO,Olinda,0.0,4.024173736572266,324.0,0.0,13.03832290649414,-13.03832290649414
2022-2023,26114496,ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO LUIZ REIS,Olinda,0.5,0.20432373881340027,197.0,0.985,0.40251776546239854,0.5824822345376015
2022-2023,26114607,ESCOLA JOAO MATOS GUIMARAES,Olinda,0.0,0.030503779649734497,227.0,0.0,0.06924357980489732,-0.06924357980489732
2022-2023,26114720,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ERNESTO SILVA,Olinda,0.0,0.1814405918121338,338.0,0.0,0.6132692003250122,-0.6132692003250122
2022-2023,26114852,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SIGISMUNDO GONCALVES,Olinda,0.0,0.31973347067832947,61.0,0.0,0.19503741711378098,-0.19503741711378098
2022-2023,26114860,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO TABAJARA,Olinda,0.0,0.4031248092651367,286.0,0.0,1.152936954498291,-1.152936954498291
2022-2023,26115085,ESCOLA THEMISTOCLES DE ANDRADE,Olinda,0.0,3.5859837532043457,13.0,0.0,0.46617788791656495,-0.46617788791656495
2022-2023,26135555,ESCOLA DE REFERENCIA EM ENSINO MEDIO ESCRITOR PAULO CAVALCANTI,Olinda,0.0,0.7055384516716003,148.0,0.0,1.0441969084739686,-1.0441969084739686
2022-2023,26136455,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARECHAL FLORIANO PEIXOTO,Olinda,0.0,0.1814405918121338,325.0,0.0,0.5896819233894348,-0.5896819233894348
2022-2023,26136460,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA ANA,Olinda,0.0,0.5343056917190552,682.0,0.0,3.643964817523956,-3.643964817523956
2022-2023,26150131,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR PAULO FREIRE,Olinda,0.0,0.35055452585220337,13.0,0.0,0.04557208836078644,-0.04557208836078644
2022-2023,26190737,ESCOLA TECNICA ESTADUAL CHICO SCIENCE,Olinda,0.0,0.1814405918121338,488.0,0.0,0.8854300880432129,-0.8854300880432129
2022-2023,26070260,ESCOLA DE REFERENCIA EM ENSINO MEDIO ABILIO DE SOUZA BARBOSA,Orobó,0.0,0.21863839030265808,478.0,0.0,1.0450915056467056,-1.0450915056467056
2022-2023,26070456,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA RITA MARIA DA CONCEICAO,Orobó,0.0,0.21863839030265808,311.0,0.0,0.6799653938412666,-0.6799653938412666
2022-2023,26070618,ESCOLA PROFESSOR ANTONIO PEDRO DE AGUIAR,Orobó,0.0,0.13863343000411987,128.0,0.0,0.17745079040527345,-0.17745079040527345
2022-2023,26033364,ESCOLA DE REFERENCIA EM ENSINO MEDIO JACOB ANTONIO DE OLIVEIRA,Orocó,0.0,0.30456650257110596,332.0,0.0,1.0111607885360718,-1.0111607885360718
2022-2023,26146967,ESCOLA BEM-TE-VI,Orocó,0.0,3.373086929321289,361.0,0.0,12.176843814849853,-12.176843814849853
2022-2023,26005107,ESCOLA DE REFERENCIA EM ENSINO MEDIO SAO SEBASTIAO - OURICURI,Ouricuri,4.1,0.5995747447013855,277.0,11.357,1.6608220428228377,9.696177957177161
2022-2023,26005115,ESCOLA DE REFERENCIA EM ENSINO MEDIO FERNANDO BEZERRA,Ouricuri,0.0,0.44533368945121765,375.0,0.0,1.6700013354420662,-1.6700013354420662
2022-2023,26006138,ESCOLA DOM IDILIO JOSE SOARES,Ouricuri,0.8,0.44385987520217896,824.0,6.5920000000000005,3.6574053716659547,2.934594628334046
2022-2023,26006499,ESCOLA PROFESSOR TELESFORO SIQUEIRA,Ouricuri,0.0,0.5323194861412048,577.0,0.0,3.071483435034752,-3.071483435034752
2022-2023,26101084,ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR ABILIO AMERICO GALVAO,Palmares,0.0,0.1814405918121338,303.0,0.0,0.5497649931907654,-0.5497649931907654
2022-2023,26101203,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR PEDRO AFONSO DE MEDEIROS,Palmares,0.0,0.24666981399059296,262.0,0.0,0.6462749126553535,-0.6462749126553535
2022-2023,26101599,ESCOLA PROFESSOR ELISEU PEREIRA DE MELO,Palmares,5.9,7.1862616539001465,70.0,4.13,5.030383157730102,-0.9003831577301025
2022-2023,26101602,ESCOLA DE REFERENCIA EM ENSINO MEDIO DA FRATERNIDADE PALMARENSE,Palmares,0.0,0.35474371910095215,112.0,0.0,0.39731296539306643,-0.39731296539306643
2022-2023,26101610,ESCOLA MAQUINISTA AMARO MONTEIRO,Palmares,0.0,0.42962345480918884,264.0,0.0,1.1342059206962585,-1.1342059206962585
2022-2023,26101653,ESCOLA TECNICA ESTADUAL DE PALMARES,Palmares,0.0,0.1814405918121338,405.0,0.0,0.7348343968391419,-0.7348343968391419
2022-2023,26167158,ESCOLA PROFESSORA GALTEMIR LINS,Palmares,4.4,1.6893885135650635,441.0,19.404000000000003,7.450203344821929,11.953796655178074
2022-2023,26178222,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOS PALMARES DOM ACACIO RODRIGUES ALVES,Palmares,0.0,0.1117030456662178,435.0,0.0,0.4859082486480475,-0.4859082486480475
2022-2023,26079593,ESCOLA DE REFERENCIA EM ENSINO MEDIO REGINA PACIS - GARANHUNS,Palmeirina,2.2,0.26354289054870605,244.0,5.368,0.6430446529388428,4.724955347061157
2022-2023,26148021,ESCOLA ESTADUAL GREGORIO BEZERRA - PANELAS,Panelas,0.0,1.4714088439941406,375.0,0.0,5.517783164978027,-5.517783164978027
2022-2023,26178656,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE PANELAS,Panelas,0.0,0.17992720007896423,680.0,0.0,1.2235049605369568,-1.2235049605369568
2022-2023,26079739,ESCOLA DE REFERENCIA EM ENSINO MEDIO NARCISO CORREIA,Paranatama,1.7,0.5295284390449524,489.0,8.313,2.589394066929817,5.723605933070184
2022-2023,26010151,ESCOLA DE REFERENCIA EM ENSINO MEDIO ODORICO MELO,Parnamirim,0.0,0.4387211203575134,481.0,0.0,2.1102485889196396,-2.1102485889196396
2022-2023,26010607,ESCOLA EUCLIDES DA CUNHA,Parnamirim,1.9,1.0659315586090088,425.0,8.075,4.530209124088287,3.544790875911712
2022-2023,26070782,ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO FERNANDO PASSOS,Passira,0.5,0.3304165005683899,459.0,2.295,1.5166117376089097,0.7783882623910903
2022-2023,26070880,ESCOLA DE REFERENCIA EM ENSINO MEDIO MANOEL GUILHERME DA SILVA,Passira,0.3,0.3561614453792572,420.0,1.26,1.4958780705928802,-0.23587807059288024
2022-2023,26135400,ESCOLA ESTADUAL PROFESSORA MARIZA JOSE BARBOSA DA SILVA,Passira,0.0,0.3689424395561218,281.0,0.0,1.0367282551527022,-1.0367282551527022
2022-2023,26091259,ESCOLA DE REFERENCIA EM ENSINO MEDIO CONFEDERACAO DO EQUADOR,Paudalho,0.0,0.2402740865945816,434.0,0.0,1.0427895358204842,-1.0427895358204842
2022-2023,26091267,ESCOLA DE REFERENCIA EM ENSINO MEDIO HERCULANO BANDEIRA,Paudalho,0.0,0.32537707686424255,358.0,0.0,1.1648499351739883,-1.1648499351739883
2022-2023,26091291,ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR LANDELINO BARRETO LINS,Paudalho,0.0,0.2937352955341339,150.0,0.0,0.4406029433012009,-0.4406029433012009
2022-2023,26091542,ESCOLA JOAO CAVALCANTI PETRIBU,Paudalho,0.0,0.5019482374191284,312.0,0.0,1.5660785007476807,-1.5660785007476807
2022-2023,26169975,ESCOLA JOSE ANTONIO FAGUNDES,Paudalho,0.0,0.48094919323921204,291.0,0.0,1.399562152326107,-1.399562152326107
2022-2023,26186004,ESCOLA TECNICA ESTADUAL SENADOR WILSON CAMPOS,Paudalho,0.0,0.1117030456662178,476.0,0.0,0.5317064973711968,-0.5317064973711968
2022-2023,26115883,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE PAULISTA,Paulista,0.0,0.21521155536174774,883.0,0.0,1.9003180338442325,-1.9003180338442325
2022-2023,26115913,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR LUIZ CABRAL DE MELO,Paulista,0.0,2.9773309230804443,245.0,0.0,7.2944607615470884,-7.2944607615470884
2022-2023,26115964,ESCOLA GOVERNADOR ERALDO GUEIROS LEITE,Paulista,0.0,0.19475392997264862,133.0,0.0,0.25902272686362265,-0.25902272686362265
2022-2023,26115972,ESCOLA HISTORIADOR PEREIRA DA COSTA,Paulista,0.0,-0.10778029263019562,17.0,0.0,-0.018322649747133254,0.018322649747133254
2022-2023,26115999,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MANUEL DE QUEIROZ,Paulista,0.0,0.2247181534767151,465.0,0.0,1.0449394136667252,-1.0449394136667252
2022-2023,26116014,ESCOLA DE REFERENCIA EM ENSINO MEDIO MAESTRO NELSON FERREIRA,Paulista,0.0,0.2247181534767151,208.0,0.0,0.46741375923156736,-0.46741375923156736
2022-2023,26116308,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PRESIDENTE CASTELO BRANCO,Paulista,0.0,0.308997243642807,308.0,0.0,0.9517115104198456,-0.9517115104198456
2022-2023,26116316,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA AMARINA SIMOES,Paulista,0.0,0.6674832105636597,289.0,0.0,1.9290264785289766,-1.9290264785289766
2022-2023,26116324,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ARNALDO CARNEIRO LEAO,Paulista,0.0,0.21521155536174774,409.0,0.0,0.8802152614295482,-0.8802152614295482
2022-2023,26116359,ESCOLA PROFESSOR JOSE BRASILEIRO VILA NOVA,Paulista,0.0,0.7817775011062622,454.0,0.0,3.5492698550224304,-3.5492698550224304
2022-2023,26116367,ESCOLA PROFESSORA GENEROSA GIL PEREZ,Paulista,0.0,0.21521155536174774,305.0,0.0,0.6563952438533306,-0.6563952438533306
2022-2023,26116383,ESCOLA PROFESSORA MARIA ALVES MACHADO,Paulista,5.4,0.22785690426826477,506.0,27.324,1.1529559355974197,26.171044064402583
2022-2023,26116391,ESCOLA PROFESSORA ZULMIRA DE PAULA ALMEIDA,Paulista,0.0,0.351992666721344,291.0,0.0,1.024298660159111,-1.024298660159111
2022-2023,26116413,ESCOLA DE REFERENCIA EM ENSINO MEDIO RADIALISTA LUIZ QUEIROGA,Paulista,0.0,0.02252580039203167,294.0,0.0,0.06622585315257311,-0.06622585315257311
2022-2023,26116634,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSORA MARIA DO CARMO PINTO RIBEIRO,Paulista,0.0,0.6835600733757019,126.0,0.0,0.8612856924533845,-0.8612856924533845
2022-2023,26117010,ESCOLA ESTADUAL SAO JOSE,Paulista,0.0,0.5095934867858887,143.0,0.0,0.7287186861038208,-0.7287186861038208
2022-2023,26117045,ESCOLA DE REFERENCIA EM ENSINO MEDIO DANTAS BARRETO,Paulista,0.0,0.308997243642807,610.0,0.0,1.8848831862211228,-1.8848831862211228
2022-2023,26117258,ESCOLA CUSTODIO PESSOA,Paulista,0.0,0.2100927084684372,279.0,0.0,0.5861586566269397,-0.5861586566269397
2022-2023,26117274,ESCOLA MANUEL BASTOS TIGRE,Paulista,0.0,0.23883946239948273,143.0,0.0,0.3415404312312603,-0.3415404312312603
2022-2023,26117290,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE OSMAR NOVAES,Paulista,0.0,0.21521155536174774,444.0,0.0,0.95553930580616,-0.95553930580616
2022-2023,26136489,ESCOLA DE REFERENCIA EM ENSINO MEDIO ESCRITOR JOSE DE ALENCAR,Paulista,0.0,0.21521155536174774,446.0,0.0,0.959843536913395,-0.959843536913395
2022-2023,26181282,ESCOLA TECNICA ESTADUAL JOSE ALENCAR GOMES DA SILVA,Paulista,0.0,0.30622953176498413,475.0,0.0,1.4545902758836746,-1.4545902758836746
2022-2023,26047837,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BRASILIANO DONINO DA COSTA LIMA,Pedra,0.0,0.2922905683517456,283.0,0.0,0.82718230843544,-0.82718230843544
2022-2023,26048078,ESCOLA AMALIA CAVALCANTI DA COSTA LIMA,Pedra,0.0,2.058007001876831,366.0,0.0,7.532305626869202,-7.532305626869202
2022-2023,26058430,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE DE ALMEIDA MACIEL,Pesqueira,0.0,0.1811646968126297,513.0,0.0,0.9293748946487904,-0.9293748946487904
2022-2023,26058758,ESCOLA SANTA RITA,Pesqueira,14.7,19.411588668823242,104.0,15.287999999999998,20.18805221557617,-4.9000522155761725
2022-2023,26058812,ESCOLA PROFESSOR ARRUDA MARINHO,Pesqueira,0.0,0.2520206868648529,311.0,0.0,0.7837843361496926,-0.7837843361496926
2022-2023,26058952,ESCOLA ELIZEU ARAUJO,Pesqueira,0.0,5.772304058074951,103.0,0.0,5.9454731798172,-5.9454731798172
2022-2023,26058960,ESCOLA DE REFERENCIA EM ENSINO MEDIO CRISTO REI,Pesqueira,0.0,0.19359393417835236,227.0,0.0,0.43945823058485983,-0.43945823058485983
2022-2023,26059088,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA MARGARIDA DE LIMA FALCAO,Pesqueira,0.0,0.1811646968126297,564.0,0.0,1.0217688900232316,-1.0217688900232316
2022-2023,26059150,ESCOLA INTERMEDIARIA MONS OLIMPIO TORRES,Pesqueira,14.0,14.874791145324707,199.0,27.860000000000003,29.600834379196165,-1.740834379196162
2022-2023,26147190,ESCOLA ESTADUAL ORORUBA,Pesqueira,27.3,21.236536026000977,89.0,24.297,18.90051706314087,5.39648293685913
2022-2023,26042037,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE JATOBA,Petrolândia,0.0,1.6480183601379395,320.0,0.0,5.273658752441406,-5.273658752441406
2022-2023,26042045,ESCOLA DE REFERENCIA EM ENSINO MEDIO DELMIRO GOUVEIA-PETROLANDIA,Petrolândia,0.0,1.5088220834732056,490.0,0.0,7.393228209018707,-7.393228209018707
2022-2023,26042070,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA CAVALCANTI NUNES,Petrolândia,0.0,0.7734723091125488,507.0,0.0,3.9215046072006223,-3.9215046072006223
2022-2023,26042169,ESCOLA LOGRADOURO,Petrolândia,14.0,26.170726776123047,43.0,6.0200000000000005,11.253412513732911,-5.233412513732911
2022-2023,26042312,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SAO FRANCISCO,Petrolândia,0.0,1.14382004737854,57.0,0.0,0.6519774270057679,-0.6519774270057679
2022-2023,26154358,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO ICO MANDANTES,Petrolândia,0.0,0.24172990024089813,238.0,0.0,0.5753171625733375,-0.5753171625733375
2022-2023,26033879,ESCOLA DE REFERENCIA EM ENSINO MEDIO OTACILIO NUNES DE SOUZA,Petrolina,0.0,0.18940898776054382,624.0,0.0,1.1819120836257935,-1.1819120836257935
2022-2023,26034298,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO PADILHA,Petrolina,0.0,0.18940898776054382,392.0,0.0,0.7424832320213318,-0.7424832320213318
2022-2023,26034310,ESCOLA ESTADUAL DE ALTERNANCIA,Petrolina,3.9,0.4335474371910095,272.0,10.608,1.1792490291595459,9.428750970840454
2022-2023,26034328,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DOM AVELAR BRANDAO VILELA,Petrolina,0.0,0.5078880190849304,121.0,0.0,0.6145445030927659,-0.6145445030927659
2022-2023,26034336,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM MALAN,Petrolina,0.0,0.3447970151901245,276.0,0.0,0.9516397619247436,-0.9516397619247436
2022-2023,26034344,ESCOLA DOUTOR DIEGO REGO BARROS,Petrolina,0.0,4.685801982879639,93.0,0.0,4.357795844078064,-4.357795844078064
2022-2023,26034352,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR PACIFICO RODRIGUES DA LUZ,Petrolina,0.0,0.18940898776054382,431.0,0.0,0.8163527372479439,-0.8163527372479439
2022-2023,26034360,ESCOLA EDISON NOLASCO,Petrolina,0.5,5.613097190856934,335.0,1.675,18.803875589370726,-17.128875589370725
2022-2023,26034379,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL EDUARDO COELHO,Petrolina,0.0,0.438731849193573,27.0,0.0,0.11845759928226472,-0.11845759928226472
2022-2023,26034441,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARECHAL ANTONIO ALVES FILHO,Petrolina,0.0,0.18940898776054382,273.0,0.0,0.5170865365862847,-0.5170865365862847
2022-2023,26034832,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONTEIRO LOBATO,Petrolina,0.0,1.3137032985687256,242.0,0.0,3.179161982536316,-3.179161982536316
2022-2023,26035049,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MANOEL DE PAIVA NETTO,Petrolina,0.7,1.2328433990478516,405.0,2.8349999999999995,4.993015766143799,-2.1580157661437993
2022-2023,26035073,ESCOLA POETA CARLOS DRUMOND DE ANDRADE,Petrolina,0.0,0.6540347337722778,244.0,0.0,1.595844750404358,-1.595844750404358
2022-2023,26035111,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSOR MANOEL XAVIER PAES BARRETO,Petrolina,0.0,0.486506849527359,91.0,0.0,0.44272123306989664,-0.44272123306989664
2022-2023,26035120,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA OSA SANTANA DE CARVALHO,Petrolina,0.0,0.18940898776054382,312.0,0.0,0.5909560418128967,-0.5909560418128967
2022-2023,26035138,ESCOLA PROFESSORA WILMA WZELY CUNHA COELHO AMORIM,Petrolina,1.1,1.632778525352478,185.0,2.035,3.0206402719020846,-0.9856402719020845
2022-2023,26035146,ESCOLA PROFESSORA ADELINA ALMEIDA,Petrolina,0.4,1.1549358367919922,1114.0,4.456,12.865985221862791,-8.40998522186279
2022-2023,26035251,ESCOLA FRANCISCO XAVIER DOS SANTOS,Petrolina,0.0,0.3146386444568634,109.0,0.0,0.3429561224579811,-0.3429561224579811
2022-2023,26035316,ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA JOAO FERREIRA GOMES,Petrolina,0.0,0.18940898776054382,358.0,0.0,0.6780841761827469,-0.6780841761827469
2022-2023,26035340,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIO CASSIMIRO,Petrolina,0.0,1.213809609413147,258.0,0.0,3.131628792285919,-3.131628792285919
2022-2023,26035502,ESCOLA ANTONIO NUNES DOS SANTOS,Petrolina,0.0,1.3027276992797852,304.0,0.0,3.9602922058105468,-3.9602922058105468
2022-2023,26035553,ESCOLA ESTADUAL DE APLICACAO PROFESSORA VANDE DE SOUZA FERREIRA,Petrolina,0.0,0.21172243356704712,334.0,0.0,0.7071529281139374,-0.7071529281139374
2022-2023,26035561,ESCOLA DOM ANTONIO CAMPELO,Petrolina,2.1,1.2353564500808716,429.0,9.009,5.2996791708469395,3.709320829153061
2022-2023,26035600,ESCOLA DE REFERENCIA EM ENSINO MEDIO GERCINO COELHO,Petrolina,0.0,0.16066130995750427,344.0,0.0,0.5526749062538147,-0.5526749062538147
2022-2023,26035979,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PADRE LUIZ CASSIANO,Petrolina,0.0,0.2041911482810974,363.0,0.0,0.7412138682603835,-0.7412138682603835
2022-2023,26036037,ESCOLA PROFESSOR SIMAO AMORIM DURANDO,Petrolina,0.0,1.3237823247909546,594.0,0.0,7.86326700925827,-7.86326700925827
2022-2023,26036045,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR HUMBERTO SOARES,Petrolina,0.0,0.5721585154533386,226.0,0.0,1.2930782449245453,-1.2930782449245453
2022-2023,26036118,ESCOLA DE REFERENCIA EM ENSINO MEDIO JESUINO ANTONIO DAVILA,Petrolina,0.3,0.3002057671546936,349.0,1.047,1.0477181273698806,-0.000718127369880639
2022-2023,26036134,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NUCLEO DE MORADORES 11,Petrolina,0.0,0.07761628180742264,195.0,0.0,0.15135174952447414,-0.15135174952447414
2022-2023,26036169,ESCOLA MANOEL MARINHO,Petrolina,0.0,0.3600175976753235,213.0,0.0,0.766837483048439,-0.766837483048439
2022-2023,26036177,ESCOLA NUCLEO DE MORADORES - 6,Petrolina,0.0,0.3140124976634979,178.0,0.0,0.5589422458410264,-0.5589422458410264
2022-2023,26036193,ESCOLA NUCLEO DE MORADORES-7,Petrolina,0.0,0.5062682032585144,193.0,0.0,0.9770976322889329,-0.9770976322889329
2022-2023,26036207,ESCOLA ERIKA THAYNARA DA SILVA LEITE,Petrolina,0.0,0.6923154592514038,143.0,0.0,0.9900111067295074,-0.9900111067295074
2022-2023,26036215,ESCOLA NUCLEO DE MORADORES - 9,Petrolina,0.0,0.18088015913963318,176.0,0.0,0.31834908008575435,-0.31834908008575435
2022-2023,26036223,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NOSSA SENHORA APARECIDA,Petrolina,0.0,1.8315820693969727,266.0,0.0,4.872008304595947,-4.872008304595947
2022-2023,26036266,ESCOLA SAO JOSE - PETROLINA,Petrolina,0.0,0.20085938274860382,208.0,0.0,0.41778751611709597,-0.41778751611709597
2022-2023,26138875,ANEXO I DO COLEGIO DA POLICIA MILITAR PETROLINA,Petrolina,0.0,0.7598826885223389,205.0,0.0,1.5577595114707947,-1.5577595114707947
2022-2023,26140179,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL ENEIDE COELHO PAIXAO CAVALCANTI,Petrolina,0.0,3.135849714279175,35.0,0.0,1.0975473999977112,-1.0975473999977112
2022-2023,26177927,ESCOLA MALAQUIAS MENDES DA SILVA,Petrolina,0.0,0.3268800377845764,379.0,0.0,1.2388753432035446,-1.2388753432035446
2022-2023,26178095,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLEMENTINO COELHO,Petrolina,0.0,0.20923519134521484,756.0,0.0,1.5818180465698242,-1.5818180465698242
2022-2023,26187965,ESCOLA TECNICA ESTADUAL PROFESSORA MARIA WILZA BARROS DE MIRANDA,Petrolina,0.0,0.18940898776054382,339.0,0.0,0.6420964685082435,-0.6420964685082435
2022-2023,26187973,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA EVANIRA DE SOUZA DIAS,Petrolina,0.0,0.30753278732299805,405.0,0.0,1.245507788658142,-1.245507788658142
2022-2023,26213800,ESCOLA MANOEL MESSIAS BARBOSA,Petrolina,0.0,1.259585976600647,416.0,0.0,5.239877662658691,-5.239877662658691
2022-2023,26059789,ESCOLA DE REFERENCIA EM ENSINO MEDIO COMENDADOR MANOEL CAETANO DE BRITO,Poção,0.0,0.2525685727596283,420.0,0.0,1.0607880055904388,-1.0607880055904388
2022-2023,26093995,ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO MANOEL GOMES D ASSUNCAO,Pombos,0.1,0.2402740865945816,593.0,0.593,1.424825333505869,-0.831825333505869
2022-2023,26102153,ESCOLA DE REFERENCIA EM ENSINO MEDIO ELISA MARQUES DE ASSIS,Primavera,0.9,0.9492321014404297,323.0,2.9070000000000005,3.066019687652588,-0.15901968765258756
2022-2023,26102250,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR FERNANDO PESSOA DE MELLO,Quipapá,0.1,1.6764650344848633,670.0,0.67,11.232315731048583,-10.562315731048583
2022-2023,26018977,ESCOLA TOME FRANCISCO DA SILVA,Quixaba,1.6,0.827085018157959,424.0,6.784,3.506840476989746,3.277159523010254
2022-2023,26132735,ESCOLA DE REFERENCIA EM ENSINO MEDIO SOLIDONIO PEREIRA DE CARVALHO,Quixaba,0.0,0.7098840475082397,200.0,0.0,1.4197680950164795,-1.4197680950164795
2022-2023,26118742,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PAULO PESSOA GUERRA,Recife,0.2,0.7727435827255249,504.0,1.008,3.8946276569366454,-2.8866276569366454
2022-2023,26119730,ESCOLA DE APLICACAO DO RECIFE,Recife,0.0,0.19270819425582886,114.0,0.0,0.2196873414516449,-0.2196873414516449
2022-2023,26120100,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO PROFESSORA INALDA SPINELLI,Recife,0.0,0.17992720007896423,215.0,0.0,0.3868434801697731,-0.3868434801697731
