cenario,n_features,rmse,rmse_dp,mae,spearman,spearman_dp,precision_at_k
com_ied_icg,40,2.768128277168084,0.8148074520116818,1.0135660634567103,0.4535212632798272,0.08815530590370368,0.5125
sem_ied_icg,38,2.75062650184529,0.7823712470097797,1.008009360415818,0.45491822418941413,0.08812316484836807,0.4875
